rank_global,rank_within_view,object_name,view_name,frame_id,image_path,image_exists,mask_height,mask_width,mask_area_pixels,mask_area_ratio,decode_ok,error
13,13,stainless pakkad_0,aria01_214-1,3480,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3480.jpg,True,1408,1408,16670,0.008408727724690084,True,
14,14,stainless pakkad_0,aria01_214-1,2100,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2100.jpg,True,1408,1408,16579,0.008362825251807851,True,
15,15,stainless pakkad_0,aria01_214-1,3660,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3660.jpg,True,1408,1408,16474,0.008309860860020661,True,
16,16,stainless pakkad_0,aria01_214-1,2220,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2220.jpg,True,1408,1408,15856,0.007998127582644628,True,
17,17,stainless pakkad_0,aria01_214-1,2760,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2760.jpg,True,1408,1408,15605,0.007871517465134297,True,
18,18,stainless pakkad_0,aria01_214-1,3990,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3990.jpg,True,1408,1408,15528,0.007832676911157025,True,
19,19,stainless pakkad_0,aria01_214-1,3060,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3060.jpg,True,1408,1408,15446,0.007791314243285124,True,
20,20,stainless pakkad_0,aria01_214-1,2040,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2040.jpg,True,1408,1408,15307,0.007721199477014462,True,
21,21,stainless pakkad_0,aria01_214-1,2940,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2940.jpg,True,1408,1408,15117,0.007625359149018595,True,
22,22,stainless pakkad_0,aria01_214-1,2130,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2130.jpg,True,1408,1408,14969,0.0075507045777376035,True,
23,23,stainless pakkad_0,aria01_214-1,3720,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3720.jpg,True,1408,1408,14930,0.007531032089359504,True,
24,24,stainless pakkad_0,aria01_214-1,3360,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3360.jpg,True,1408,1408,14929,0.0075305276665805785,True,
25,25,stainless pakkad_0,aria01_214-1,2850,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2850.jpg,True,1408,1408,14872,0.007501775568181818,True,
26,26,stainless pakkad_0,aria01_214-1,3330,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3330.jpg,True,1408,1408,14825,0.007478067697572314,True,
27,27,stainless pakkad_0,aria01_214-1,2460,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2460.jpg,True,1408,1408,14759,0.007444775794163223,True,
28,28,stainless pakkad_0,aria01_214-1,2730,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2730.jpg,True,1408,1408,14745,0.007437713875258265,True,
29,29,stainless pakkad_0,aria01_214-1,3390,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3390.jpg,True,1408,1408,14447,0.00728739588713843,True,
30,30,stainless pakkad_0,aria01_214-1,2520,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2520.jpg,True,1408,1408,14393,0.007260157057076447,True,
31,31,stainless pakkad_0,aria01_214-1,2070,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2070.jpg,True,1408,1408,14058,0.007091175426136364,True,
32,32,stainless pakkad_0,aria01_214-1,3510,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3510.jpg,True,1408,1408,13556,0.006837955191115703,True,
33,33,stainless pakkad_0,aria01_214-1,2700,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2700.jpg,True,1408,1408,13443,0.006780955417097108,True,
34,34,stainless pakkad_0,aria01_214-1,3690,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3690.jpg,True,1408,1408,13293,0.006705292000258265,True,
35,35,stainless pakkad_0,aria01_214-1,2250,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2250.jpg,True,1408,1408,13232,0.006674522210743801,True,
36,36,stainless pakkad_0,aria01_214-1,4170,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4170.jpg,True,1408,1408,13210,0.006663424909607438,True,
37,37,stainless pakkad_0,aria01_214-1,2640,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2640.jpg,True,1408,1408,13154,0.0066351772339876035,True,
38,38,stainless pakkad_0,aria01_214-1,3030,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3030.jpg,True,1408,1408,13124,0.006620044550619835,True,
39,39,stainless pakkad_0,aria01_214-1,2190,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2190.jpg,True,1408,1408,13123,0.006619540127840909,True,
40,40,stainless pakkad_0,aria01_214-1,3840,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3840.jpg,True,1408,1408,12978,0.0065463988248966945,True,
41,41,stainless pakkad_0,aria01_214-1,2160,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2160.jpg,True,1408,1408,12782,0.006447531960227273,True,
42,42,stainless pakkad_0,aria01_214-1,3000,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3000.jpg,True,1408,1408,12775,0.006444001000774793,True,
43,43,stainless pakkad_0,aria01_214-1,2490,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2490.jpg,True,1408,1408,12722,0.006417266593491735,True,
44,44,stainless pakkad_0,aria01_214-1,2970,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2970.jpg,True,1408,1408,12686,0.006399107373450413,True,
45,45,stainless pakkad_0,aria01_214-1,3870,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3870.jpg,True,1408,1408,12668,0.006390027763429752,True,
46,46,stainless pakkad_0,aria01_214-1,3750,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3750.jpg,True,1408,1408,12547,0.006328992607179752,True,
47,47,stainless pakkad_0,aria01_214-1,3570,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3570.jpg,True,1408,1408,12534,0.006322435111053719,True,
48,48,stainless pakkad_0,aria01_214-1,4260,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4260.jpg,True,1408,1408,12392,0.006250807076446281,True,
49,49,stainless pakkad_0,aria01_214-1,4230,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4230.jpg,True,1408,1408,12332,0.006220541709710744,True,
50,50,stainless pakkad_0,aria01_214-1,2310,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2310.jpg,True,1408,1408,12250,0.006179179041838843,True,
51,51,stainless pakkad_0,aria01_214-1,2430,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2430.jpg,True,1408,1408,12178,0.006142860601756199,True,
52,52,stainless pakkad_0,aria01_214-1,2550,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2550.jpg,True,1408,1408,12093,0.006099984665547521,True,
53,53,stainless pakkad_0,aria01_214-1,3540,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3540.jpg,True,1408,1408,12077,0.00609191390108471,True,
54,54,stainless pakkad_0,aria01_214-1,2670,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2670.jpg,True,1408,1408,11921,0.006013223947572314,True,
55,55,stainless pakkad_0,aria01_214-1,1140,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1140.jpg,True,1408,1408,11869,0.005986993963068182,True,
56,56,stainless pakkad_0,aria01_214-1,4110,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4110.jpg,True,1408,1408,11839,0.005971861279700413,True,
57,57,stainless pakkad_0,aria01_214-1,4320,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4320.jpg,True,1408,1408,11828,0.005966312629132231,True,
58,58,stainless pakkad_0,aria01_214-1,3150,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3150.jpg,True,1408,1408,11749,0.005926463229597108,True,
59,59,stainless pakkad_0,aria01_214-1,3300,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3300.jpg,True,1408,1408,11606,0.005854330772210744,True,
60,60,stainless pakkad_0,aria01_214-1,2400,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2400.jpg,True,1408,1408,11498,0.005799853112086777,True,
61,61,stainless pakkad_0,aria01_214-1,4020,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4020.jpg,True,1408,1408,11466,0.005783711583161157,True,
62,62,stainless pakkad_0,aria01_214-1,4290,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4290.jpg,True,1408,1408,11396,0.005748401988636364,True,
63,63,stainless pakkad_0,aria01_214-1,3270,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3270.jpg,True,1408,1408,11395,0.005747897565857438,True,
64,64,stainless pakkad_0,aria01_214-1,2610,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2610.jpg,True,1408,1408,11370,0.005735286996384297,True,
65,65,stainless pakkad_0,aria01_214-1,3210,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3210.jpg,True,1408,1408,11349,0.00572469411802686,True,
66,66,stainless pakkad_0,aria01_214-1,3180,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3180.jpg,True,1408,1408,11088,0.005593039772727273,True,
67,67,stainless pakkad_0,aria01_214-1,2340,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2340.jpg,True,1408,1408,11069,0.005583455739927686,True,
68,68,stainless pakkad_0,aria01_214-1,3240,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3240.jpg,True,1408,1408,10691,0.005392783929493801,True,
69,69,stainless pakkad_0,aria01_214-1,2370,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2370.jpg,True,1408,1408,10520,0.005306527634297521,True,
70,70,stainless pakkad_0,aria01_214-1,4080,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4080.jpg,True,1408,1408,10290,0.005190510395144628,True,
71,71,stainless pakkad_0,aria01_214-1,2580,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2580.jpg,True,1408,1408,10273,0.005181935207902892,True,
72,72,stainless pakkad_0,aria01_214-1,4200,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4200.jpg,True,1408,1408,10058,0.005073484310433884,True,
73,73,stainless pakkad_0,aria01_214-1,1050,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1050.jpg,True,1408,1408,10053,0.005070962196539256,True,
74,74,stainless pakkad_0,aria01_214-1,4050,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4050.jpg,True,1408,1408,9843,0.004965033412964876,True,
75,75,stainless pakkad_0,aria01_214-1,3810,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3810.jpg,True,1408,1408,9063,0.004571583645402892,True,
76,76,stainless pakkad_0,aria01_214-1,4140,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4140.jpg,True,1408,1408,8560,0.0043178589876033055,True,
77,77,stainless pakkad_0,aria01_214-1,1020,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1020.jpg,True,1408,1408,6736,0.0033977918388429754,True,
78,78,stainless pakkad_0,aria01_214-1,150,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/150.jpg,True,1408,1408,6534,0.0032958984375,True,
79,79,stainless pakkad_0,aria01_214-1,1080,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1080.jpg,True,1408,1408,6021,0.003037129551911157,True,
80,80,stainless pakkad_0,aria01_214-1,4350,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4350.jpg,True,1408,1408,5172,0.002608874612603306,True,
81,81,stainless pakkad_0,aria01_214-1,390,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/390.jpg,True,1408,1408,5103,0.002574069440857438,True,
82,82,stainless pakkad_0,aria01_214-1,270,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/270.jpg,True,1408,1408,4853,0.002447963746126033,True,
83,83,stainless pakkad_0,aria01_214-1,1110,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1110.jpg,True,1408,1408,4834,0.002438379713326446,True,
84,84,stainless pakkad_0,aria01_214-1,960,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/960.jpg,True,1408,1408,4716,0.0023788578254132233,True,
85,85,stainless pakkad_0,aria01_214-1,300,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/300.jpg,True,1408,1408,4579,0.002309751904700413,True,
86,86,stainless pakkad_0,aria01_214-1,2010,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2010.jpg,True,1408,1408,4564,0.002302185563016529,True,
87,87,stainless pakkad_0,aria01_214-1,120,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/120.jpg,True,1408,1408,4354,0.0021962567794421486,True,
88,88,stainless pakkad_0,aria01_214-1,1890,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1890.jpg,True,1408,1408,4135,0.002085788190857438,True,
89,89,stainless pakkad_0,aria01_214-1,240,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/240.jpg,True,1408,1408,4118,0.0020772130036157024,True,
90,90,stainless pakkad_0,aria01_214-1,1770,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1770.jpg,True,1408,1408,3538,0.001784647791838843,True,
