rank_global,rank_within_view,object_name,view_name,frame_id,image_path,image_exists,mask_height,mask_width,mask_area_pixels,mask_area_ratio,decode_ok,error
11,11,stainless bowl_0,aria01_214-1,2820,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2820.jpg,True,1408,1408,38604,0.019472736957644628,True,
12,12,stainless bowl_0,aria01_214-1,2010,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2010.jpg,True,1408,1408,38383,0.019361259523502067,True,
13,13,stainless bowl_0,aria01_214-1,2760,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2760.jpg,True,1408,1408,38341,0.01934007376678719,True,
14,14,stainless bowl_0,aria01_214-1,150,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/150.jpg,True,1408,1408,37878,0.019106526020144628,True,
15,15,stainless bowl_0,aria01_214-1,3660,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3660.jpg,True,1408,1408,36202,0.01826111344266529,True,
16,16,stainless bowl_0,aria01_214-1,270,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/270.jpg,True,1408,1408,35614,0.017964512848657025,True,
17,17,stainless bowl_0,aria01_214-1,300,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/300.jpg,True,1408,1408,35197,0.017754168549845042,True,
18,18,stainless bowl_0,aria01_214-1,3900,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3900.jpg,True,1408,1408,35009,0.017659337067407025,True,
19,19,stainless bowl_0,aria01_214-1,420,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/420.jpg,True,1408,1408,34192,0.017247223657024795,True,
20,20,stainless bowl_0,aria01_214-1,330,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/330.jpg,True,1408,1408,33188,0.016740783186983473,True,
21,21,stainless bowl_0,aria01_214-1,3060,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3060.jpg,True,1408,1408,32945,0.016618208451704544,True,
22,22,stainless bowl_0,aria01_214-1,3990,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3990.jpg,True,1408,1408,32741,0.01651530620480372,True,
23,23,stainless bowl_0,aria01_214-1,3600,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3600.jpg,True,1408,1408,32595,0.016441660479080578,True,
24,24,stainless bowl_0,aria01_214-1,360,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/360.jpg,True,1408,1408,32024,0.01615363507231405,True,
25,25,stainless bowl_0,aria01_214-1,3390,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3390.jpg,True,1408,1408,31661,0.01597052960356405,True,
26,26,stainless bowl_0,aria01_214-1,120,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/120.jpg,True,1408,1408,31536,0.015907476756198347,True,
27,27,stainless bowl_0,aria01_214-1,4200,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4200.jpg,True,1408,1408,31238,0.01575715876807851,True,
28,28,stainless bowl_0,aria01_214-1,4260,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4260.jpg,True,1408,1408,30780,0.01552613313533058,True,
29,29,stainless bowl_0,aria01_214-1,2730,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2730.jpg,True,1408,1408,30205,0.015236090037448347,True,
30,30,stainless bowl_0,aria01_214-1,840,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/840.jpg,True,1408,1408,30195,0.01523104580965909,True,
31,31,stainless bowl_0,aria01_214-1,3030,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3030.jpg,True,1408,1408,30077,0.015171523921745868,True,
32,32,stainless bowl_0,aria01_214-1,4290,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4290.jpg,True,1408,1408,30006,0.015135709904442149,True,
33,33,stainless bowl_0,aria01_214-1,3150,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3150.jpg,True,1408,1408,29563,0.014912250613378098,True,
34,34,stainless bowl_0,aria01_214-1,2970,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2970.jpg,True,1408,1408,29484,0.014872401213842975,True,
35,35,stainless bowl_0,aria01_214-1,3000,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3000.jpg,True,1408,1408,29404,0.014832047391528925,True,
36,36,stainless bowl_0,aria01_214-1,1320,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1320.jpg,True,1408,1408,29280,0.014769498966942149,True,
37,37,stainless bowl_0,aria01_214-1,390,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/390.jpg,True,1408,1408,29253,0.014755879551911157,True,
38,38,stainless bowl_0,aria01_214-1,810,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/810.jpg,True,1408,1408,29151,0.014704428428460745,True,
39,39,stainless bowl_0,aria01_214-1,3960,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3960.jpg,True,1408,1408,29120,0.01468879132231405,True,
40,40,stainless bowl_0,aria01_214-1,4230,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4230.jpg,True,1408,1408,29027,0.014641880003873967,True,
41,41,stainless bowl_0,aria01_214-1,780,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/780.jpg,True,1408,1408,28666,0.014459783380681818,True,
42,42,stainless bowl_0,aria01_214-1,3360,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3360.jpg,True,1408,1408,28458,0.014354863442665289,True,
43,43,stainless bowl_0,aria01_214-1,2490,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2490.jpg,True,1408,1408,28197,0.014223209097365703,True,
44,44,stainless bowl_0,aria01_214-1,2460,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2460.jpg,True,1408,1408,27877,0.014061793808109504,True,
45,45,stainless bowl_0,aria01_214-1,2520,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2520.jpg,True,1408,1408,27743,0.01399420115573347,True,
46,46,stainless bowl_0,aria01_214-1,3330,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3330.jpg,True,1408,1408,27285,0.013763175522985538,True,
47,47,stainless bowl_0,aria01_214-1,3180,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3180.jpg,True,1408,1408,27138,0.01368902537448347,True,
48,48,stainless bowl_0,aria01_214-1,1110,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1110.jpg,True,1408,1408,26812,0.01352458354855372,True,
49,49,stainless bowl_0,aria01_214-1,4080,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4080.jpg,True,1408,1408,26742,0.013489273954028925,True,
50,50,stainless bowl_0,aria01_214-1,750,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/750.jpg,True,1408,1408,26469,0.013351566535382232,True,
51,51,stainless bowl_0,aria01_214-1,180,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/180.jpg,True,1408,1408,26355,0.013294062338584711,True,
52,52,stainless bowl_0,aria01_214-1,3300,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3300.jpg,True,1408,1408,26273,0.01325269967071281,True,
53,53,stainless bowl_0,aria01_214-1,3690,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3690.jpg,True,1408,1408,25943,0.013086240153667356,True,
54,54,stainless bowl_0,aria01_214-1,3270,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3270.jpg,True,1408,1408,25908,0.013068585356404958,True,
55,55,stainless bowl_0,aria01_214-1,4110,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4110.jpg,True,1408,1408,25678,0.012952568117252067,True,
56,56,stainless bowl_0,aria01_214-1,4050,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4050.jpg,True,1408,1408,25674,0.012950550426136364,True,
57,57,stainless bowl_0,aria01_214-1,2430,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2430.jpg,True,1408,1408,25442,0.01283352434142562,True,
58,58,stainless bowl_0,aria01_214-1,240,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/240.jpg,True,1408,1408,25301,0.012762400729597107,True,
59,59,stainless bowl_0,aria01_214-1,1380,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1380.jpg,True,1408,1408,25282,0.012752816696797521,True,
60,60,stainless bowl_0,aria01_214-1,2070,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2070.jpg,True,1408,1408,25203,0.012712967297262397,True,
61,61,stainless bowl_0,aria01_214-1,4020,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4020.jpg,True,1408,1408,25113,0.01266756924715909,True,
62,62,stainless bowl_0,aria01_214-1,3510,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3510.jpg,True,1408,1408,24780,0.01249959646177686,True,
63,63,stainless bowl_0,aria01_214-1,4140,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4140.jpg,True,1408,1408,24740,0.012479419550619835,True,
64,64,stainless bowl_0,aria01_214-1,2100,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2100.jpg,True,1408,1408,24543,0.012380048263171487,True,
65,65,stainless bowl_0,aria01_214-1,2550,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2550.jpg,True,1408,1408,24408,0.01231195118801653,True,
66,66,stainless bowl_0,aria01_214-1,1650,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1650.jpg,True,1408,1408,24124,0.012168695118801653,True,
67,67,stainless bowl_0,aria01_214-1,1680,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1680.jpg,True,1408,1408,24062,0.012137420906508264,True,
68,68,stainless bowl_0,aria01_214-1,2400,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2400.jpg,True,1408,1408,24057,0.012134898792613636,True,
69,69,stainless bowl_0,aria01_214-1,2700,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2700.jpg,True,1408,1408,24046,0.012129350142045454,True,
70,70,stainless bowl_0,aria01_214-1,2670,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2670.jpg,True,1408,1408,23950,0.012080925555268594,True,
71,71,stainless bowl_0,aria01_214-1,3240,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3240.jpg,True,1408,1408,23847,0.012028970009039255,True,
72,72,stainless bowl_0,aria01_214-1,2370,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2370.jpg,True,1408,1408,23720,0.011964908316115703,True,
73,73,stainless bowl_0,aria01_214-1,870,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/870.jpg,True,1408,1408,23688,0.011948766787190084,True,
74,74,stainless bowl_0,aria01_214-1,1620,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1620.jpg,True,1408,1408,23481,0.011844351271952479,True,
75,75,stainless bowl_0,aria01_214-1,2250,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2250.jpg,True,1408,1408,23461,0.011834262816373967,True,
76,76,stainless bowl_0,aria01_214-1,2130,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2130.jpg,True,1408,1408,23444,0.011825687629132232,True,
77,77,stainless bowl_0,aria01_214-1,3570,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3570.jpg,True,1408,1408,23373,0.011789873611828513,True,
78,78,stainless bowl_0,aria01_214-1,3540,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3540.jpg,True,1408,1408,23075,0.011639555623708678,True,
79,79,stainless bowl_0,aria01_214-1,3210,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3210.jpg,True,1408,1408,23060,0.011631989282024793,True,
80,80,stainless bowl_0,aria01_214-1,2640,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2640.jpg,True,1408,1408,22853,0.01152757376678719,True,
81,81,stainless bowl_0,aria01_214-1,2340,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2340.jpg,True,1408,1408,22619,0.011409538836518594,True,
82,82,stainless bowl_0,aria01_214-1,3870,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3870.jpg,True,1408,1408,22123,0.011159345138171487,True,
83,83,stainless bowl_0,aria01_214-1,2610,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2610.jpg,True,1408,1408,21859,0.011026177524535124,True,
84,84,stainless bowl_0,aria01_214-1,2220,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2220.jpg,True,1408,1408,21821,0.01100700945893595,True,
85,85,stainless bowl_0,aria01_214-1,3840,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3840.jpg,True,1408,1408,21735,0.010963629099948347,True,
86,86,stainless bowl_0,aria01_214-1,960,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/960.jpg,True,1408,1408,21683,0.010937399115444215,True,
87,87,stainless bowl_0,aria01_214-1,450,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/450.jpg,True,1408,1408,21288,0.010738152117768594,True,
88,88,stainless bowl_0,aria01_214-1,600,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/600.jpg,True,1408,1408,20647,0.010414817116477272,True,
89,89,stainless bowl_0,aria01_214-1,1710,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1710.jpg,True,1408,1408,20630,0.010406241929235538,True,
90,90,stainless bowl_0,aria01_214-1,4170,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4170.jpg,True,1408,1408,20251,0.010215065696022728,True,
91,91,stainless bowl_0,aria01_214-1,2040,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/2040.jpg,True,1408,1408,20239,0.01020901262267562,True,
