rank_global,rank_within_view,object_name,view_name,frame_id,image_path,image_exists,mask_height,mask_width,mask_area_pixels,mask_area_ratio,decode_ok,error
17,17,yellow tea strainer_0,aria01_214-1,630,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/630.jpg,True,1408,1408,7626,0.0038467281120867767,True,
18,18,yellow tea strainer_0,aria01_214-1,4110,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4110.jpg,True,1408,1408,7424,0.0037448347107438018,True,
19,19,yellow tea strainer_0,aria01_214-1,4170,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4170.jpg,True,1408,1408,6454,0.0032555446151859503,True,
20,20,yellow tea strainer_0,aria01_214-1,4350,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4350.jpg,True,1408,1408,6253,0.0031541556366219007,True,
21,21,yellow tea strainer_0,aria01_214-1,4140,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4140.jpg,True,1408,1408,5464,0.002756166064049587,True,
22,22,yellow tea strainer_0,aria01_214-1,1830,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1830.jpg,True,1408,1408,4341,0.0021896992833161156,True,
23,23,yellow tea strainer_0,aria01_214-1,1530,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1530.jpg,True,1408,1408,4268,0.0021528764204545455,True,
24,24,yellow tea strainer_0,aria01_214-1,1860,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1860.jpg,True,1408,1408,3749,0.0018910809981921488,True,
25,25,yellow tea strainer_0,aria01_214-1,60,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/60.jpg,True,1408,1408,2923,0.0014744277827995868,True,
26,26,yellow tea strainer_0,aria01_214-1,1050,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1050.jpg,True,1408,1408,2541,0.00128173828125,True,
27,27,yellow tea strainer_0,aria01_214-1,1800,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1800.jpg,True,1408,1408,2470,0.001245924263946281,True,
28,28,yellow tea strainer_0,aria01_214-1,1890,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1890.jpg,True,1408,1408,1097,0.0005533517884814049,True,
