rank_global,rank_within_view,object_name,view_name,frame_id,image_path,image_exists,mask_height,mask_width,mask_area_pixels,mask_area_ratio,decode_ok,error
16,16,stainless milk container_0,aria01_214-1,1800,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1800.jpg,True,1408,1408,14693,0.007411483890754132,True,
17,17,stainless milk container_0,aria01_214-1,1050,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1050.jpg,True,1408,1408,14570,0.007349439888946281,True,
18,18,stainless milk container_0,aria01_214-1,1470,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1470.jpg,True,1408,1408,14361,0.007244015528150826,True,
19,19,stainless milk container_0,aria01_214-1,1020,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1020.jpg,True,1408,1408,14113,0.007118918678977273,True,
20,20,stainless milk container_0,aria01_214-1,1530,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1530.jpg,True,1408,1408,13773,0.006947414934142562,True,
21,21,stainless milk container_0,aria01_214-1,1860,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1860.jpg,True,1408,1408,13746,0.00693379551911157,True,
22,22,stainless milk container_0,aria01_214-1,3750,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3750.jpg,True,1408,1408,10153,0.005121404474431818,True,
23,23,stainless milk container_0,aria01_214-1,1560,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1560.jpg,True,1408,1408,8744,0.00441067277892562,True,
24,24,stainless milk container_0,aria01_214-1,4320,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4320.jpg,True,1408,1408,7825,0.003947108245092975,True,
25,25,stainless milk container_0,aria01_214-1,1920,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1920.jpg,True,1408,1408,7752,0.003910285382231405,True,
26,26,stainless milk container_0,aria01_214-1,1770,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1770.jpg,True,1408,1408,7589,0.003828064469266529,True,
27,27,stainless milk container_0,aria01_214-1,30,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/30.jpg,True,1408,1408,7526,0.003796285834194215,True,
28,28,stainless milk container_0,aria01_214-1,90,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/90.jpg,True,1408,1408,7170,0.003616711324896694,True,
29,29,stainless milk container_0,aria01_214-1,1890,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1890.jpg,True,1408,1408,7169,0.003616206902117769,True,
30,30,stainless milk container_0,aria01_214-1,4140,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4140.jpg,True,1408,1408,7088,0.0035753486570247934,True,
31,31,stainless milk container_0,aria01_214-1,4290,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4290.jpg,True,1408,1408,6905,0.003483039288481405,True,
32,32,stainless milk container_0,aria01_214-1,4170,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4170.jpg,True,1408,1408,6674,0.003366517626549587,True,
33,33,stainless milk container_0,aria01_214-1,4230,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4230.jpg,True,1408,1408,6630,0.0033443230242768593,True,
34,34,stainless milk container_0,aria01_214-1,1080,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/1080.jpg,True,1408,1408,6606,0.003332216877582645,True,
35,35,stainless milk container_0,aria01_214-1,4080,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4080.jpg,True,1408,1408,6559,0.0033085090069731407,True,
36,36,stainless milk container_0,aria01_214-1,4260,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4260.jpg,True,1408,1408,6552,0.003304978047520661,True,
37,37,stainless milk container_0,aria01_214-1,4200,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4200.jpg,True,1408,1408,6522,0.0032898453641528927,True,
38,38,stainless milk container_0,aria01_214-1,4110,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4110.jpg,True,1408,1408,6378,0.0032172084839876035,True,
39,39,stainless milk container_0,aria01_214-1,4050,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4050.jpg,True,1408,1408,5923,0.002987696119576446,True,
40,40,stainless milk container_0,aria01_214-1,600,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/600.jpg,True,1408,1408,5415,0.002731449347882231,True,
41,41,stainless milk container_0,aria01_214-1,4020,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/4020.jpg,True,1408,1408,5049,0.0025468306107954545,True,
42,42,stainless milk container_0,aria01_214-1,660,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/660.jpg,True,1408,1408,3770,0.0019016738765495868,True,
43,43,stainless milk container_0,aria01_214-1,3990,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3990.jpg,True,1408,1408,3191,0.001609613087551653,True,
44,44,stainless milk container_0,aria01_214-1,3810,/scratch/users/ntu/gwang016/datasets/Ego-Exo4D-Relation-Test/extracted/work/yuqian_fu/Ego/data_segswap_test/0099226c-9bec-44aa-ba43-2b90eb7b8379/aria01_214-1/3810.jpg,True,1408,1408,435,0.00021942390883264462,True,
